Name,Language,IMDb Rating,Running Time,Year of Release,Viewer_age,Type
In Limbo,English,None,56min,2020,13+,Movie
Navata Navvandi Vol 1,Telugu,None,51min,2000,NR,Movie
Gumnaam: The Mystery,Hindi,3.7,1 h 55 min,2008,13+,Movie
Bhulokamlo Rambha Urvasi Menaka,Telugu,None,1 h 55 min,1989,NR,Movie
Men in Black II,Marathi,6.2,1 h 28 mins,2002,16+,Movie
Saaheb,Hindi,7.2,2 h 19 min,1984,All,Movie
Akele Hum Akele Tum,Hindi,7,2 h 34 min,1995,All,Movie
Baghead,English,6,1 h 20 min,2008,18+,Movie
Sommokadidhi Sokokadidhi,Telugu,6.9,2 h 9 min,1979,NR,Movie
Jumanji: The Next Level,English,6.6,2 h 3 min,2019,13+,Movie
I Am Legend,Hindi,7.2,1 h 40 min,2007,18+,Movie
Maavichiguru,Telugu,6.3,2 h 20 min,1996,NR,Movie
Ramji Londonwaley,Hindi,6.7,2 h 34 min,2005,All,Movie
Galli Te Delhi,Marathi,7.4,1 h 51 mins,1982,All,Movie
Swapnerdin,Bengali,None,1 h 29 min,2017,13+,Movie
Moondru Mudichu,Tamil,7.1,2 h 10 min,1976,NR,Movie
Anbanavan Asaradhavan Adangadhavan,Tamil,2.3,2 h 13 min,2017,13+,Movie
Daal Mein Kuch Kaala Hai,Hindi,3.9,2 h 10 min,2012,NR,Movie
Moner Moto Mon,Bengali,5.8,2 h 7 min,1998,NR,Movie
Vilakku Vangiya Veena,Malayalam,None,2 h 47 min,1971,NR,Movie
Gharshana,Telugu,None,2 h 22 min,1988,NR,Movie
Chinna Kavundar,Tamil,6.9,2 h 21 min,1992,All,Movie
Tera Intezaar,Hindi,1.7,1 h 46 min,2017,18+,Movie
Andaz,Hindi,4.5,2 h 40 min,1994,All,Movie
Vesham,Malayalam,5.9,2 h 26 min,2004,All,Movie
Mann,Hindi,6.2,2 h 54 min,1999,13+,Movie
Bug,English,6.1,1 h 41 min,2007,18+,Movie
Shoot,Hindi,None,19min,2018,All,Movie
Saadi Marzi,Punjabi,5.5,1 h 58 mins,2019,All,Movie
Guava Island,English,6.7,56min,2019,13+,Movie
Agnidevan,Malayalam,5.8,2 h 18 min,1995,NR,Movie
Raavanaprabhu,Malayalam,7,2 h 48 min,2001,NR,Movie
Ernest Goes to Africa,English,4.6,1 h 30 min,1997,7+,Movie
Mayabazar,Telugu,9.1,2 h 55 min,None,All,Movie
Make Us Dream,English,8,1 h 43 min,2018,16+,Movie
Nude,English,5.9,1 h 30 min,2018,18+,Movie
Bablu - The Naughty Genie,Hindi,None,1 h 8 min,2013,All,Movie
Chhota Bheem : Kung Fu Dhamaka!,Hindi,None,1 h 52 min,2020,All,Movie
CONFIDENCE,English,None,1 h 37 min,2003,18+,Movie
Shapmukti,Bengali,None,2 h 6 min,1986,NR,Movie
Goynar Baksho,Bengali,7.1,2 h 19 min,2017,13+,Movie
Chatur Navra Chikni Bayko,Marathi,None,2 h 5 mins,2004,13+,Movie
Naan Sigappu Manithan,Tamil,6.5,2 h 27 min,1985,18+,Movie
Sallaapam,Malayalam,6.5,2 h 21 min,2007,NR,Movie
Chhota Bheem - Bheemayan,Hindi,None,1 h 2 min,2020,All,Movie
Kaal,Hindi,4.6,2 h 5 min,2005,13+,Movie
Mister Pellam,Telugu,None,2 h 3 min,1993,NR,Movie
Death of a Salesman,English,7.3,2 h 16 min,1985,13+,Movie
Holly Slept Over,Hindi,5.5,1 h 27 min,2020,16+,Movie
"Lock, Stock & Two Smoking Barrels",English,8.2,1 h 46 min,1998,18+,Movie
Roaring Currents,Hindi,7.1,1 h 45 min,2014,18+,Movie
Coming 2 America (Trailer),English,None,3min,2021,7+,Movie
Iddari Lokam Okate,Telugu,5.4,2 h 6 min,2019,13+,Movie
Kedi,Tamil,4.2,2 h 52 min,2006,13+,Movie
Sarvamangala,Kannada,7.8,2 h 22 min,1968,NR,Movie
300: Rise of an Empire,Hindi,6.2,1 h 42 min,2014,18+,Movie
Bhoy,Bengali,None,1 h 43 min,2017,13+,Movie
Death of Love,Bengali,7.2,1 h 57 min,2018,13+,Movie
Gujarat 11,Gujarati,6.5,2 h 12 min,2019,All,Movie
Birdman,English,None,1 h 59 min,2014,18+,Movie
Happy Days,Telugu,7.4,2 h 39 min,2007,All,Movie
God Tussi Great Ho,Hindi,3.6,2 h 24 min,2008,All,Movie
Mere Apne,Hindi,7.4,2 h 8 min,1971,All,Movie
Natoker Moto,Bengali,None,2h,2019,13+,Movie
Machhli Jal Ki Rani Hai,Hindi,2.4,1 h 58 min,2014,18+,Movie
Veerabhimanyu,Telugu,7.3,3h,None,All,Movie
Montu Ni Bittu,Gujarati,6.7,2 h 5 min,2019,All,Movie
The Rebound,English,6.3,1 h 31 min,2009,13+,Movie
Baishakhi Megh,Bengali,None,1 h 44 min,2017,13+,Movie
Ek Gaon Ki Kahani,Hindi,6.4,2 h 17 min,None,NR,Movie
Kevi Rite Jaish,Gujarati,8.1,2 h 8 min,2012,All,Movie
Dabangg 3,Hindi,3.2,2 h 28 min,2019,13+,Movie
Bhaagamathie,Telugu,7,2 h 17 min,2018,13+,Movie
Deepsikha,Bengali,None,1 h 45 min,1988,NR,Movie
Rannbhoomi,Marathi,4.9,2 h,2013,All,Movie
Pedarayudu,Telugu,None,2 h 35 min,1995,All,Movie
According to Greta,English,6.1,1 h 32 min,2009,16+,Movie
Beta,Hindi,6.3,2 h 37 min,1992,All,Movie
Master (Tamil),Tamil,7.1,2 h 57 min,2021,16+,Movie
Tum Bin II,Hindi,4.8,2 h 20 min,2016,13+,Movie
Yathrakarude Sradhakku,Malayalam,6.8,2 h 27 min,2002,All,Movie
Hotel Snow Fox,Bengali,7,2 h 16 min,1976,NR,Movie
Putani Agent 123,Kannada,None,1 h 54 min,1979,NR,Movie
POOVINU_PUTHIYA_POONTHENNEL,Malayalam,7.1,2 h 3 min,1986,All,Movie
Maine Pyaar Kyun Kiya,Hindi,5.5,2 h 17 min,2005,All,Movie
Swamir Ghar,Bengali,None,2 h 33 min,2018,13+,Movie
Mama,Hindi,6.2,1 h 39 min,2013,18+,Movie
Ekai Eksho,Bengali,None,2 h 32 min,2006,All,Movie
Top Cat,Telugu,7.1,1 h 26 min,2012,13+,Movie
Nayakudu,Telugu,8.6,2 h 27 min,1987,NR,Movie
Thenmavin Kombath,Malayalam,8.1,2 h 44 min,1994,All,Movie
Guns Akimbo,Hindi,6.3,1 h 33 min,2020,18+,Movie
Nani,Telugu,7.3,2 h 13 min,1992,NR,Movie
Toofan,Hindi,5.6,2 h 18 min,1975,All,Movie
Pap Punnya,Bengali,None,2 h 6 min,1987,NR,Movie
Life,Malayalam,6.6,2 h 8 min,2014,NR,Movie
Tidal,English,None,28min,2019,13+,Movie
Criminalising Women,English,None,44min,2020,13+,Movie
Amazon Obhijaan,Bengali,4.6,2 h 18 min,2018,13+,Movie
Pichiga Nachav,Telugu,None,2 h 6 min,2017,13+,Movie
Kannathil Muthamittal,Tamil,8.4,2 h 11 min,2002,All,Movie
Never Let Go,English,5.3,1 h 33 min,2017,16+,Movie
Siddharth,Hindi,7.3,1 h 36 min,2013,All,Movie
Dead Before Dawn (Restored),English,6.2,1 h 37 min,1993,13+,Movie
CR No:89,Malayalam,7,1 h 19 min,2015,All,Movie
Gandha,Marathi,7.6,1 h 39 mins,2009,18+,Movie
Samadhi,Hindi,8.5,2 h 18 min,1972,All,Movie
V1 Murder Case,Tamil,7,1 h 47 min,2019,13+,Movie
Aami Aar Amar Girlfriends,Bengali,None,2h,2018,13+,Movie
Niram,Malayalam,7,2 h 31 min,1999,All,Movie
Premer Guarantee,Bengali,None,2 h 3 min,2019,All,Movie
Men in Black II,Telugu,6.2,1 h 28 min,2002,16+,Movie
Hou De Jarasa Ushir,Marathi,7.6,2 h 13 mins,2013,13+,Movie
Chankya Sapatham,Telugu,None,2 h 17 min,1986,NR,Movie
Voice From the Stone,English,5.2,1 h 30 min,2017,18+,Movie
Unchi Medina Uncha Mol,Gujarati,None,2 h 41 min,1996,All,Movie
Biswa Kalyan Rath: Biswa Mast Aadmi,Hindi,8.4,1h,2017,18+,Movie
Manmarziyaan,Hindi,6.9,2 h 35 min,2018,NR,Movie
Total Dadagiri,Bengali,5.1,2 h 26 min,2018,13+,Movie
The Expendables 2,English,6.6,1 h 38 min,2012,18+,Movie
Har Mana Har,Bengali,6.9,2 h 9 min,2017,13+,Movie
Adam Joan,Malayalam,6.5,2 h 32 min,2017,All,Movie
Maharshi,Telugu,7.2,2 h 57 min,2019,7+,Movie
Pellaniki Prema Lekha Priyaraluku Subha Lekha,Telugu,6.2,2 h 18 min,1992,NR,Movie
Aanjaneya,Tamil,3.6,3 h 2 min,2003,13+,Movie
Keno Kichhu Katha Bolo Na,Bengali,None,2 h 10 min,2009,NR,Movie
Mission: Impossible - Rogue Nation,English,7.4,2 h 11 min,2015,13+,Movie
Uncle Frank,English,7.3,1 h 34 min,2020,18+,Movie
Jaan Tere Naam,Hindi,6,2 h 11 min,1992,All,Movie
Pondatti Thevai,Tamil,4.5,2 h 28 min,1990,NR,Movie
London Has Fallen,English,5.9,1 h 34 min,2016,18+,Movie
Alajadi,Telugu,None,2 h 13 min,1990,NR,Movie
Born To Race,Gujarati,6,1 h 38 min,2012,16+,Movie
Chakradhaar,Hindi,4.2,2 h 3 min,2012,NR,Movie
Asati,Bengali,6.8,2 h 13 min,1974,NR,Movie
Gamer,Hindi,5.8,1 h 34 min,2009,18+,Movie
Tera Jadoo Chal Gayaa,Hindi,None,2 h 23 min,2000,NR,Movie
Underworld Evolution,Telugu,6.7,1 h 46 min,2006,18+,Movie
Tarkeeb,Hindi,4.6,2 h 16 min,1984,NR,Movie
Varumayin Niran Sivappu,Tamil,8.1,2 h 18 min,1980,All,Movie
Dulhe Raja,Hindi,6.6,2 h 23 min,1998,All,Movie
Till Theke Tal,Bengali,6.6,1 h 53 min,1985,NR,Movie
Yen Peyar Anandhan,Tamil,7.1,1 h 35 min,2020,All,Movie
Listen Amaya,Hindi,None,1 h 48 min,2013,NR,Movie
Shabd,Hindi,5.1,2 h 25 min,2005,18+,Movie
Saaz,Hindi,6.6,2 h 28 min,1997,All,Movie
Ratchet & Clank,English,5.6,1 h 30 min,2016,7+,Movie
Bhoot,Hindi,6.5,1 h 50 min,2003,18+,Movie
Bal Ganesh 2 (Gujarati),Gujarati,6.8,1 h 13 min,2009,All,Movie
Diary of a Butterfly,Hindi,3.6,1 h 33 min,2012,18+,Movie
Pariyerum Perumal BA.BL,Tamil,8.7,2 h 32 min,2018,16+,Movie
Dear Comrade (Hindi),Hindi,7.3,2 h 31 min,2020,13+,Movie
Berlin Syndrome,English,6.3,1 h 53 min,2017,18+,Movie
Rangula Puli,Telugu,None,2 h 10 min,1983,NR,Movie
Shagird,Hindi,7,2 h 14 min,2011,18+,Movie
Hosamane Aliya,Kannada,6.6,1 h 57 min,1991,NR,Movie
Mission GoldFish,Hindi,4.5,1 h 57 min,2019,13+,Movie
Aanchal,Hindi,6.5,2 h 18 min,1980,All,Movie
Panaah,Hindi,6.6,2 h 34 min,1992,13+,Movie
Samrat & Co,Hindi,6.2,2 h 3 min,2014,13+,Movie
Mayer Dibbi,Bengali,None,2 h 7 min,2017,13+,Movie
Bhookailas,Telugu,7.1,2 h 33 min,None,All,Movie
Family Album,Bengali,6.3,1 h 50 min,2015,NR,Movie
Charlie's Angels (2000),English,5.5,1 h 38 min,2000,18+,Movie
Holly Slept Over,Tamil,5.5,1 h 27 min,2020,16+,Movie
Tum Ho Yaara,Hindi,3.9,2 h 15 min,2014,NR,Movie
Deadline - Sirf 24 Ghante,Hindi,6.3,1 h 37 min,2006,13+,Movie
Parwana,Hindi,2.2,1 h 49 min,2003,All,Movie
Ek Baar Kaho,Hindi,7.1,2 h 13 min,1980,All,Movie
REDLINE,Telugu,None,1 h 32 min,2007,16+,Movie
Banjarin,Hindi,None,2 h 9 min,None,NR,Movie
Titli,Hindi,7.6,1 h 51 min,2015,18+,Movie
Ayogya,Tamil,6.1,2 h 28 min,2019,13+,Movie
Black Stallion,Malayalam,None,2 h 3 min,2010,NR,Movie
Main Hi Raja Main Hi Mantri,Hindi,5.8,2 h 32 min,2017,13+,Movie
Heera aur lutere ( In Hindi ),Hindi,4.7,1 h 39 min,2019,All,Movie
Onthara Bannagalu : Twist of Love,Kannada,6.5,1 h 52 min,2018,All,Movie
Shaun the Sheep,English,7.3,1 h 25 min,2015,7+,Movie
Simply Irresistible,English,5.3,1 h 35 min,1999,13+,Movie
Awaaz,Hindi,6.2,2 h 30 min,1984,13+,Movie
Katha Sangama,Kannada,7.5,2 h 34 min,2019,13+,Movie
Raja Vaaru Raani Gaaru,Telugu,7.5,2 h 10 min,2019,13+,Movie
Action (Telugu),Telugu,5.1,2 h 35 min,2019,13+,Movie
Maine Pyar Kiya,Hindi,7.3,3 h 4 min,1989,NR,Movie
Dil Aur Deewar,Hindi,None,2 h 36 min,1978,All,Movie
Mukhtiar Chadha,Punjabi,4,1 h 54 mins,2015,NR,Movie
The Bourne Supremacy,Hindi,7.7,1 h 48 min,2004,All,Movie
Hotel Coolgardie,English,6.9,57min,2020,13+,Movie
Orange,Kannada,5.4,2 h 17 min,2018,13+,Movie
Swarag Narak,Hindi,None,2 h 38 min,1978,NR,Movie
Nenu Naa Rakshasi,Telugu,5,2 h 19 min,2011,13+,Movie
Boss - I love you,Telugu,4.3,2 h 34 min,2006,All,Movie
Chemical Hearts,English,6.2,1 h 33 min,2020,16+,Movie
Free Force: An Unauthorized Story On JAY-Z,English,None,24min,2020,13+,Movie
Sherlock Holmes: A Game Of Shadows,English,7.5,2 h 8 min,2011,13+,Movie
Nadodi Mannan,Tamil,7.8,2 h 29 min,1999,NR,Movie
Jagaran,Bengali,None,1 h 30 min,1991,NR,Movie
Logan Lucky,English,7,1 h 58 min,2017,16+,Movie
Hemanter Pakhi,Bengali,6.7,1 h 57 min,2001,All,Movie
Durgamati - The Myth,Hindi,3.8,2 h 35 min,2020,16+,Movie
Slam Dunk Ernest,English,4.7,1 h 32 min,1995,13+,Movie
Anjaan,Hindi,5,2 h 8 min,None,NR,Movie
Abhimanyu,Malayalam,None,2 h 19 min,1991,18+,Movie
Mantra,English,5.3,1 h 30 min,2017,18+,Movie
Bodyguard,Hindi,4.6,2 h 5 min,2011,13+,Movie
Mayasala Manithan,Tamil,None,2h,1992,NR,Movie
Underworld Rise of the Lycans,English,6.6,1 h 32 min,2009,18+,Movie
Maa Abbayi,Telugu,4.2,2 h 19 min,2017,13+,Movie
Mazha Peyyunnu Maddalam Kottunnu,Malayalam,7.3,2 h 10 min,1986,NR,Movie
Fantastic Mr. Fox,English,7.9,1 h 26 min,2009,13+,Movie
Aadai,Tamil,6.3,2 h 11 min,2019,18+,Movie
Mrs. Dalloway,English,6.6,1 h 37 min,1997,16+,Movie
Transformers,English,7,2 h 23 min,2007,13+,Movie
Parasite,Hindi,8.6,2 h 11 min,2019,18+,Movie
Battle Drone,Telugu,5.2,1 h 29 min,2018,16+,Movie
Krantikaal,Bengali,6.5,1 h 44 min,2019,13+,Movie
Doosara Aadmi,Hindi,7.1,2 h 23 min,1977,7+,Movie
Pure Punjabi,Punjabi,6.4,2 h 16 mins,2012,13+,Movie
Aavishkar,Hindi,7,1 h 41 min,1974,All,Movie
The Caravan Film,English,9.4,1 h 45 min,2019,13+,Movie
Muhurtha Balam,Telugu,None,2 h 16 min,None,NR,Movie
Munna Mange Memsaab,Hindi,3.2,2 h 7 min,2014,NR,Movie
Teen Devian,Hindi,6.9,2 h 1 min,None,NR,Movie
Road To Sangam,Hindi,7.4,2 h 17 min,2010,All,Movie
Wass...up! Zindagi,Gujarati,7.8,2 h 20 min,2017,NR,Movie
Contract To Kill,Hindi,3.4,1 h 28 min,2016,13+,Movie
Family Business,English,7.4,1 h 53 min,1989,18+,Movie
Battleship,Hindi,5.8,2 h 11 min,2012,13+,Movie
Guess Who,English,5.9,1 h 45 min,2005,16+,Movie
Red Light Green Light,English,7,52min,2019,13+,Movie
John Wick: Chapter 2,Telugu,7.5,2 h 2 min,2017,18+,Movie
Samadhan,Bengali,7.3,2 h 3 min,2018,13+,Movie
Chinna Vadhiyar,Tamil,5.8,2 h 15 min,1995,All,Movie
Sur : The Melody of Life,Hindi,None,2 h 16 min,2002,All,Movie
Shanti Nilayam,Tamil,6.9,2 h 24 min,1972,NR,Movie
Gowri Ganesha,Kannada,8.2,2 h 18 min,1991,NR,Movie
Donga Kollu,Telugu,6.5,1 h 38 min,1988,NR,Movie
Thilagavathi CBI,Tamil,None,2 h 19 min,1996,NR,Movie
Law (Telugu ),Telugu,5,2 h 9 min,2018,16+,Movie
Ond Chance Kodi,Kannada,None,2 h 22 min,2014,NR,Movie
Tu Tithe Asave,Marathi,5,2 h 8 mins,2018,13+,Movie
Hadh Kar Di Aapne,Hindi,5.3,2 h 14 min,2000,All,Movie
Where is the Venkatalakshmi,Telugu,4.5,2 h 16 min,2019,13+,Movie
Kuththu,Tamil,5.3,2 h 33 min,2004,13+,Movie
Seethakoka Chiluka,Telugu,7.7,2 h 17 min,2006,NR,Movie
Vacancy,English,6.2,1 h 25 min,2007,18+,Movie
Badi Didi,Hindi,4.4,2 h 36 min,None,NR,Movie
Debar,Bengali,None,2 h 19 min,1991,NR,Movie
Be-Imaan,Hindi,6.9,2 h 13 min,1972,NR,Movie
The Smurfs 2,English,5.3,1 h 44 min,2013,7+,Movie
Chantabbai,Telugu,8.2,2 h 13 min,1986,All,Movie
Hum Pyar Tumhi Se Kar Baithe,Hindi,5.8,2 h 17 min,2002,All,Movie
Puthooramputhri Unniyarcha,Malayalam,3.2,1 h 55 min,2002,NR,Movie
Sita,Telugu,4.9,2 h 37 min,2019,13+,Movie
Shri Kanakamalaxmi Recording Dance Troupe,Telugu,7.6,2 h 7 min,1988,NR,Movie
Nainamma,Telugu,5.2,1 h 49 min,2003,NR,Movie
Fight to the Finish,Hindi,3.5,1 h 30 min,2016,13+,Movie
Falaknuma Das,Telugu,6.4,2 h 24 min,2019,18+,Movie
The Autobiography of Miss Jane Pittman,English,8,1 h 49 min,1974,13+,Movie
Aamdani Atthanni Kharcha Rupaiya,Hindi,4.7,2 h 40 min,2001,All,Movie
Sweetiee weds NRI,Hindi,3.4,1 h 56 min,2017,16+,Movie
Wild Guitar,English,4.4,1 h 29 min,None,13+,Movie
Bunohaansh,Bengali,None,2 h 15 min,2017,13+,Movie
Swarna Gowri,Kannada,None,2 h 37 min,1962,NR,Movie
The Legend of Tarzan,Telugu,6.2,1 h 49 min,2016,13+,Movie
Baishey Shravana,Bengali,7.8,1 h 21 min,2017,13+,Movie
Namadhu,Tamil,7.7,2 h 17 min,2016,All,Movie
Nammura Hammira,Kannada,None,1 h 49 min,1990,NR,Movie
Facing the Fat,English,5.4,1 h 28 min,2010,13+,Movie
Fever,Hindi,4.7,2 h 5 min,2016,18+,Movie
Jukti Takko Arr Gappo,Bengali,None,1 h 53 min,1997,NR,Movie
Iski Topi Uske Sarr,Hindi,4.5,2 h 9 min,1998,13+,Movie
Bruhaspathi,Kannada,5,2 h 25 min,2018,All,Movie
Bad Boys II,English,6.6,2 h 26 min,2003,13+,Movie
Darbar (Malayalam),Malayalam,6.1,2 h 38 min,2020,13+,Movie
Chutney,Hindi,7.8,16min,2016,18+,Movie
Mechanic Ressurection,Telugu,5.7,1 h 34 min,2016,16+,Movie
Mad Max: Fury Road,Telugu,8.1,2h,2015,18+,Movie
Swayamkrushi,Telugu,8.3,2 h 37 min,1987,NR,Movie
Viruthalam Pattu,Tamil,None,1 h 54 min,2015,NR,Movie
Chal Mere Bhai,Hindi,4.7,2 h 12 min,2000,All,Movie
Operation Red Sea,English,6.7,2 h 11 min,2018,18+,Movie
Paatti Sollai Thattathe,Tamil,6.5,2 h 30 min,1988,All,Movie
Benche Thakar Gaan,Bengali,6.4,2 h 2 min,2016,All,Movie
Bachna Ae Haseeno,Hindi,6.1,2 h 32 min,2008,13+,Movie
Sagarika - Bengali,Bengali,None,2 h 31 min,1998,NR,Movie
Nombarathi Poovu,Malayalam,7.7,2 h 20 min,1987,All,Movie
Betaab,Hindi,6.6,2 h 34 min,1983,13+,Movie
Loving Vincent,English,7.8,1 h 30 min,2017,13+,Movie
Naiyya,Hindi,6.8,1 h 56 min,1979,NR,Movie
Tell The World,English,None,46min,2020,13+,Movie
Pygmies - The Children Of The Jungle,English,None,52min,2019,13+,Movie
Sylvie's Love,English,6.7,1 h 56 min,2020,16+,Movie
Bloodshot,English,5.7,1 h 49 min,2020,13+,Movie
Bai Go Bai,Marathi,None,1 h 54 mins,2015,13+,Movie
Rupantar,Bengali,None,2h,2018,All,Movie
Agnee,Hindi,6.7,2 h 33 min,1988,NR,Movie
Biradari,Hindi,5.8,2 h 18 min,None,All,Movie
Winner,Telugu,4.6,2 h 29 min,2017,13+,Movie
Chhota Bheem Aur Hanuman,Hindi,6.9,1 h 7 min,2012,All,Movie
The Lost City of Z,Tamil,6.6,2 h 20 min,2017,13+,Movie
Bal Ganesh,Hindi,6.9,1 h 42 min,2007,All,Movie
Mera Saaya,Hindi,7.6,2 h 7 min,None,All,Movie
Valerian and the City of a Thousand Planets,Hindi,6.5,2 h 16 min,2017,16+,Movie
Albela,Hindi,6.9,2 h 31 min,None,NR,Movie
Pet Sematary (2019),English,5.7,1 h 40 min,2019,18+,Movie
Thiru Thiru,Tamil,None,1 h 55 min,2005,All,Movie
Richard Jewell,English,7.5,2 h 10 min,2019,18+,Movie
Swallows & Amazons,English,6.1,1 h 37 min,2017,7+,Movie
Debota,Bengali,None,2 h 16 min,1990,NR,Movie
Ab Tak Chhappan 2,Hindi,5.8,1 h 41 min,2015,13+,Movie
Chousar Firangi,Hindi,6.7,1 h 35 min,2019,13+,Movie
Kali Ghata - Kishore Sahu,Hindi,None,2 h 25 min,None,NR,Movie
The Clapper,English,5.1,1 h 30 min,2018,18+,Movie
Ratham,Telugu,5.8,2 h 12 min,2018,13+,Movie
Banjaran,Hindi,5.7,2 h 25 min,1991,All,Movie
Preethisi Nodu,Kannada,None,2 h 17 min,1981,NR,Movie
Dashing Detective,Hindi,7.5,2 h 24 min,2018,13+,Movie
Pata Nahi Par Bolna Hai,Hindi,6.6,52min,2019,13+,Movie
Karthik Calling Karthik,Hindi,7.1,2 h 14 min,2010,13+,Movie
Underworld Rise of the Lycans,Hindi,6.6,1 h 32 min,2009,18+,Movie
Born To Race : Fast Track,English,5.3,1 h 37 min,2014,16+,Movie
Gorintaku,Telugu,5.1,2 h 31 min,2008,All,Movie
Hoyto Manush Noy,Bengali,5.4,1 h 32 min,2018,NR,Movie
A Kind of Murder,English,5.3,1 h 35 min,2016,18+,Movie
First Love Letter,Hindi,4.9,2 h 43 min,1991,All,Movie
Hell River,English,5.5,1 h 42 min,1978,16+,Movie
Mohabbat,Hindi,6,2 h 31 min,1997,All,Movie
Ghawre Bairey Aaj,Bengali,6.3,2 h 14 min,2020,13+,Movie
Madras Mutton Curry,Bengali,None,3min,2020,13+,Movie
Shark Divers,English,7.9,1 h 31 min,2019,13+,Movie
300,Telugu,7.6,1 h 56 min,2007,18+,Movie
Mayer Ashirvad,Bengali,None,1 h 53 min,1982,NR,Movie
Haarjeet,Bengali,6.4,1 h 51 min,None,All,Movie
Stolen,Marathi,5.5,1 h 31 mins,2014,18+,Movie
Khoj,Bengali,6.8,1 h 55 min,2017,13+,Movie
Parting Ways: An unauthorized story on life after the Beatles,English,None,51min,2019,13+,Movie
Swartho,Bengali,7.5,2 h 17 min,2017,13+,Movie
Bobbyr Bondhura,Bengali,7.1,1 h 45 min,2019,13+,Movie
Sui Dhaaga - Made In India,Hindi,6.8,2 h 2 min,2018,7+,Movie
Gandhinagara,Kannada,8.1,2 h 44 min,1968,NR,Movie
Barkane,Bengali,None,2 h 33 min,2002,NR,Movie
Jumbo 2,Hindi,6.7,1 h 29 min,2011,All,Movie
Chirodini Tumi Je Amar - 2,Bengali,None,2 h 21 min,2017,13+,Movie
Contessa,Malayalam,5.6,1 h 58 min,2018,All,Movie
Indian,Malayalam,8.1,2 h 56 min,1996,NR,Movie
Pardesi,Hindi,5.1,1 h 37 min,None,NR,Movie
Sapath Nilam,Bengali,None,1 h 51 min,1972,NR,Movie
Sesh Anka,Bengali,8.2,2 h 5 min,1985,NR,Movie
Gammat Jammat,Marathi,7.6,2 h 29 mins,1987,All,Movie
Maa - Bengali,Bengali,None,2 h 7 min,1983,NR,Movie
Kanyalu,Telugu,None,1 h 14 min,2001,NR,Movie
Wardat,Hindi,6.7,2 h 13 min,1981,NR,Movie
She's Out of My League,English,6.4,1 h 44 min,2010,13+,Movie
Pawn Sacrifice,English,7,1 h 50 min,2015,13+,Movie
Noor Jahan,Hindi,5.3,2 h 10 min,None,NR,Movie
Safe,Malayalam,7.4,2 h 9 min,2019,All,Movie
Majili,Telugu,7.2,2 h 31 min,2019,13+,Movie
Devudichina Bhartha,Telugu,None,2 h 19 min,None,NR,Movie
PADIKKADHAVAN,Tamil,7.2,2 h 17 min,1985,All,Movie
Kumbalangi Nights,Malayalam,8.6,2 h 13 min,2019,All,Movie
Njananu Party,Malayalam,None,1 h 37 min,2014,NR,Movie
Aawaz,Hindi,5.1,2 h 1 min,None,NR,Movie
Amit Sahni Ki List,Hindi,5.5,1 h 39 min,2014,13+,Movie
Govindudu Andarivadele,Telugu,5.6,2 h 28 min,2014,13+,Movie
Swapnajaal,Bengali,7.9,2 h 20 min,2020,13+,Movie
Ecofin,English,None,26min,2020,13+,Movie
Shob Charitro Kalponik,Bengali,6.8,1 h 37 min,2009,All,Movie
Youth,Tamil,5.6,2 h 49 min,2002,All,Movie
2 Premi Premache,Marathi,4,1 h 35 mins,2015,13+,Movie
Pita Maata Santan,Bengali,None,2 h 16 min,1997,NR,Movie
American Reunion ('12),Hindi,6.7,1 h 52 min,2012,18+,Movie
Immanuel,Malayalam,6.8,2 h 19 min,2013,All,Movie
Maya Mamata,Bengali,6.7,2 h 12 min,1993,NR,Movie
Dehraadun Diary,Hindi,5.8,1 h 43 min,2013,13+,Movie
One Way Ticket,Malayalam,3.6,2 h 2 min,2008,All,Movie
Kirpaan  The Sword Of Honour,Punjabi,6,2 h 11 mins,2014,All,Movie
I.M.A. Gujju,Gujarati,6.1,2 h 12 min,2018,13+,Movie
Vicky Dada,Hindi,7.3,2 h 2 min,1989,18+,Movie
Nikka Zaildar,Punjabi,7.5,2 h 13 mins,2016,All,Movie
WRECKER (Driver from Hell),Telugu,3.4,1 h 13 min,2017,16+,Movie
Achanak,Hindi,6.8,1 h 30 min,1973,All,Movie
Jiboner Rong,Bengali,None,2h,2013,13+,Movie
Yuddho (2005),Bengali,None,2 h 40 min,2017,13+,Movie
Nanna Nenu Naa Boyfriends,Telugu,4.7,2 h 12 min,2016,13+,Movie
Between Worlds,English,4.1,1 h 26 min,2018,18+,Movie
Art History,English,4.9,1 h 14 min,2011,NR,Movie
Kaali,Bengali,8.9,25min,2018,13+,Movie
Superman Returns,English,6,2 h 34 min,2006,All,Movie
Krishna Rukmini,Kannada,None,2 h 10 min,1988,NR,Movie
Thugs Of Hindostan (Telugu),Telugu,None,2 h 44 min,2018,16+,Movie
The Lady Forgets,English,5.5,1 h 33 min,1989,16+,Movie
Undertrial,Hindi,6.7,2 h 20 min,2007,13+,Movie
"Nutcracker, The",English,5.9,1 h 32 min,1993,All,Movie
O Kadhal Kanmani,Tamil,7.4,2 h 13 min,2015,13+,Movie
Yeh To Kamaal Ho Gaya,Hindi,6.6,2 h 16 min,1982,NR,Movie
Jurassic Attack aka Rise of the Dinosaurs,Tamil,2.3,1 h 23 min,2016,16+,Movie
Manithan,Tamil,6.5,2 h 19 min,1987,All,Movie
